file_name	value
0.png	-0.05420432981759721
1.png	0.26453627518358136
2.png	0.39896621461616966
3.png	0.45579235955845065
4.png	-0.22197521270218634
5.png	0.3373737800127713
6.png	0.47537887727606715
7.png	0.14617102196917875
8.png	-0.05604468914652555
9.png	0.2687827991946621
10.png	0.604995278314103
11.png	0.23370641400756698
12.png	0.3230682348790431
13.png	0.5427509853420446
14.png	0.28241054357771317
15.png	-0.12233333050853595
16.png	-0.359415575644479
17.png	0.2801186458257894
18.png	0.20271242894075162
19.png	0.6621687088034576
20.png	-0.12832026682956296
21.png	0.5354091945479025
22.png	0.11017609368262643
23.png	0.457209867954392
24.png	0.3357052094600902
25.png	0.5621267100345783
26.png	0.12710355950875207
27.png	0.1602292569426192
28.png	0.7054611397894015
29.png	0.3237715724723295
30.png	-0.06818023780321147
31.png	0.7959771328899705
32.png	-0.0635950161716479
33.png	0.3555580476974912
34.png	0.020938418127966228
35.png	-0.43641813203272173
36.png	0.051376584065623676
37.png	0.5624479272841512
38.png	0.5346042584976068
39.png	0.40854514149970805
40.png	-0.2797251279371834
41.png	0.5144257881830974
42.png	0.5987500897163635
43.png	0.38036160442107375
44.png	-0.221868027102748
45.png	0.3199907182260418
46.png	-0.2091021541976505
47.png	-0.24859628179365595
48.png	0.7387458525599495
49.png	-0.8552709652121235
50.png	-0.4412478357492441
51.png	-0.10577848125583283
52.png	-0.30252173050270936
53.png	0.2797597619545083
54.png	0.4055648351108105
55.png	0.41224875482104145
56.png	0.3236669610195995
57.png	-0.4854757594189554
58.png	-0.22533757693870915
59.png	0.9696148859049194
60.png	0.24250642300917039
61.png	0.6851637877311167
62.png	0.5328958341661785
63.png	0.7767903609661135
64.png	0.0871991345396908
65.png	0.19098118259699637
66.png	-0.5979285351734924
67.png	0.09394087909680371
68.png	0.367690567614301
69.png	0.3333171907918889
70.png	-0.4225851344707048
71.png	0.9465364109353274
72.png	-0.821077651811017
73.png	0.6947320985688277
74.png	-0.34764824596041005
75.png	0.45861584722455123
76.png	0.6144959902398889
77.png	0.4471936081473631
78.png	0.4811080072298498
79.png	0.5691340675673018
80.png	0.018506787212183795
81.png	0.09899748187364177
82.png	-0.27925649624312054
83.png	0.5051857911418869
84.png	0.7617601715056523
85.png	0.23277628489574825
86.png	0.26603363900618443
87.png	0.014725519844524831
88.png	0.7452645464284766
89.png	0.5909572362936142
90.png	1.054589655890105
91.png	0.01981145815837322
92.png	-0.328758371624184
93.png	0.7042214462516485
94.png	0.056238999530717426
95.png	0.6555768423913585
96.png	0.2025159516762387
97.png	0.3319601810259076
98.png	0.46877013040951604
99.png	0.28804312451236297
100.png	0.03358699081826744
101.png	0.685084151943458
102.png	0.2892444021122426
103.png	0.3111796894540837
104.png	0.8157339200438323
105.png	0.6578109916523299
106.png	0.351012353998735
107.png	0.3864695432551536
108.png	0.03802130512885847
109.png	0.4705945886512807
110.png	0.26732693807580016
111.png	0.36374320477824684
112.png	-0.3470548920966505
113.png	-0.11834293504388382
114.png	0.4296905285495949
115.png	-0.06036387997149825
116.png	0.1752345847849418
117.png	0.1196477606454156
118.png	-0.06882428828137267
119.png	0.4547439250972263
120.png	0.7259641077225297
121.png	0.4567571527711915
122.png	0.3211408529038546
123.png	-0.2050485420281058
124.png	-0.06343311082120223
125.png	-0.31357156661450386
126.png	0.4537589333365985
127.png	0.5226736719805464
128.png	0.2622561614999234
129.png	0.5702675145615875
130.png	0.3903649834354406
131.png	0.16928506126391413
132.png	0.28656560438194423
133.png	0.9076651943897628
134.png	0.11782989923489368
135.png	0.18574275086275222
136.png	0.06459778451959303
137.png	0.0033403428952266667
138.png	0.28562533327314865
139.png	0.2525406015651034
140.png	0.5819160317250676
141.png	-0.07115633117301379
142.png	-0.07405172580065175
143.png	0.4469682999729709
144.png	0.6612354099541426
145.png	0.21167776802144517
146.png	0.5973713264049157
147.png	-0.3586432190363726
148.png	0.2672679633479924
149.png	0.5800526639267549
150.png	0.5220235358077088
151.png	0.2844610511230764
152.png	-0.12999577045871408
153.png	0.10946877843531674
154.png	-0.28740461053285227
155.png	0.25693961372905694
156.png	-0.1400937330080946
157.png	0.5499741493481718
158.png	0.6103652784263671
159.png	0.25555167926474665
160.png	-0.4460087210788119
161.png	-0.30961884374568305
162.png	0.39310394347800076
163.png	0.7699480300949373
164.png	-0.03319172687339911
165.png	0.3762688516578997
166.png	0.42732302922767457
167.png	0.37574068353582774
168.png	0.2737727465605045
169.png	0.6912076771357766
170.png	0.3776147796934266
171.png	0.19230070230378365
172.png	0.004586852913350049
173.png	0.4854878351269154
174.png	-0.10446875225530516
175.png	0.585098630880553
176.png	0.07754628572582345
177.png	-0.12260445874638659
178.png	-0.26537206945523983
179.png	0.054311985353893616
180.png	0.22498655517373817
181.png	0.21604913536243442
182.png	0.16757628790666906
183.png	0.6227544477666898
184.png	0.2758658925026635
185.png	0.05508516304552882
186.png	0.4058949139291057
187.png	-0.15955032278866868
188.png	0.18519072488564925
189.png	0.29403944038004415
190.png	-0.26036915080992346
191.png	0.0787417735437027
192.png	0.012259519442448519
193.png	0.577376608547747
194.png	-0.28104938146275227
195.png	0.04369683002357855
196.png	-0.21787451457528445
197.png	0.1426582629365269
198.png	0.26365930397781034
199.png	0.5611356257224364
200.png	0.4291478363853042
201.png	0.2829821696271433
202.png	0.49889227655517276
203.png	0.20907133139076026
204.png	0.726099011014428
205.png	0.2377480338276895
206.png	-0.1581207148515586
207.png	0.8383331303361123
208.png	0.09046637563286265
209.png	0.010667926610118506
210.png	0.028439842700165835
211.png	0.07068977370246425
212.png	0.0673210410787425
213.png	0.33057962563028587
214.png	0.26297050926463683
215.png	0.4159790348641643
216.png	0.5767747465571224
217.png	0.16332236111629658
218.png	0.21870253455986213
219.png	0.13989594944449285
220.png	1.0932860651470024
221.png	0.3344221286089075
222.png	0.401139721204962
223.png	0.015511708976426897
224.png	0.5607494745814747
225.png	-0.26271516791171723
226.png	0.3249260017415794
227.png	0.3210645720787568
228.png	-0.07580231912284402
229.png	-0.06649905538621903
230.png	0.7417965981465569
231.png	0.09896063335026378
232.png	0.3589168457908509
233.png	0.10770629221509984
234.png	0.39944844509141014
235.png	0.5146514097555988
236.png	0.38453611021228634
237.png	0.04030969349452093
238.png	0.10550993372130985
239.png	0.2874280725875781
240.png	0.19095667673739825
241.png	0.7505704587159193
242.png	0.1567237611313057
243.png	0.4910624915655358
244.png	0.2706994361577242
245.png	0.038000352538074156
246.png	0.4876043965413613
247.png	0.8580772763707574
248.png	0.45419644303617124
249.png	0.41970548499049987
250.png	0.13117086795327887
251.png	0.24030834031760612
252.png	0.016320350057390354
253.png	-0.16823354014209674
254.png	0.6369286519483506
255.png	0.5355718794024278
256.png	0.33894705750501075
257.png	0.5288752312795708
258.png	-0.3446351319851098
259.png	-0.0033637161208899258
260.png	0.3922182469627695
261.png	0.31062465481203416
262.png	0.4101424199835072
263.png	0.03941968186138942
264.png	0.39555158478136465
265.png	0.720750606092009
266.png	-0.7101879932674141
267.png	-0.008585325055732396
268.png	0.05445628114411956
269.png	0.09567720819637981
270.png	0.5453764331094006
271.png	0.07529805039789883
272.png	0.5650203041976845
273.png	0.09824026104108577
274.png	0.3437463749140456
275.png	0.22054363838824162
276.png	0.36088249774373576
277.png	-0.016347452656350625
278.png	0.22189664459596298
279.png	0.7226053733832558
280.png	0.229399362402396
281.png	0.6960465980448686
282.png	0.3978321018857478
283.png	0.5672836039651554
284.png	0.32770754956320625
285.png	0.3707699296198505
286.png	0.3500457007029412
287.png	0.1284424885402216
288.png	0.09836914794895268
289.png	0.39624682383730403
290.png	0.24522042483357281
291.png	0.7730675116869445
292.png	0.55909041149164
293.png	-0.2653198726063423
294.png	0.734112007932127
295.png	0.08027477482058851
296.png	-0.14283582212807386
297.png	0.5615864989461445
298.png	0.1935998027106709
299.png	0.03514503671526431
300.png	0.30082752491706893
301.png	0.3221991489613522
302.png	0.503743246540721
303.png	0.5154205145991945
304.png	0.31999308596541093
305.png	-0.11018718720673898
306.png	-0.8177436464846437
307.png	0.24516612341849725
308.png	-0.017829255689926812
309.png	0.2365468028845621
310.png	0.5555859541828665
311.png	0.3270383905918168
