	n	pentagon_size	rot	lw	dist	rot_right	size_right	rot_both	line_randomness
0	3	0.8766077801515569	3.1105438551991593	1.4377277390071144	1.1141434334855076	5.599516162376069	0.9090370421130567	0	1.2764642551430967
1	3	1.1207488710140077	4.790696768418526	1.8759326347420946	0.9431269079831467	0.019902510469174572	1.0733851740688545	0	1.7127020269829
2	3	0.948100301916158	2.8059809303281247	1.5030831653078098	0.805507379836273	5.4565324322474815	1.1530564762544466	0	1.3648859839013723
3	3	1.0461584713733973	0.37690620821488274	1.3688240060019745	1.1732560407930086	3.027562864531548	0.9588810310904616	0	1.7887301429407456
4	3	0.9267344488675485	2.840493263130346	1.8691273895612257	0.9744693695582718	6.0429528416031815	0.8575067298058259	0	1.7042609711183354
5	3	1.081832523275829	1.093960528370443	1.924867628615565	0.9768563021616706	8.186319179449452	0.8239236891119408	0	1.1842870838138135
6	3	0.8189421115206061	3.374404717911651	1.5946247799344488	1.0133240651995001	-9.133518746103931	1.024573232025359	0	1.3296684456209151
7	3	1.0011867332450473	0.5594715878720191	1.6071937062184847	1.0263778572202125	-9.864718760199944	1.0469766835217187	0	1.9121228864331543
8	3	1.1162096532228134	4.960407330941807	1.9588017621528664	1.1167856541166559	-4.294980799509805	1.0499666821223643	0	1.4780937956706746
9	3	0.8782700714663594	1.9115872601575323	1.0538736851462365	0.9806593633043437	9.64009483043909	0.8495770801947853	0	1.1193808979262485
10	3	1.0954092224573386	2.936518167319923	1.4716325343203678	0.8428507268775466	-5.415628690787642	1.1599860779346702	0	1.4167535378026932
11	3	1.0143406650126463	0.03104258293564699	1.300641705770301	0.974757268870244	2.2429799413151503	1.1672792301522292	0	1.6257366699625353
12	3	1.0823990260327092	0.7491685799496361	1.7460634091367166	1.1324027969734152	2.6745153790195815	0.975323952448971	0	1.1525727746745054
13	3	1.027363846098876	2.6411213879253026	1.9514287637535932	0.9921436714040064	0.051191267651006456	1.014751277169764	0	1.8192020670641584
14	3	0.822846255235544	3.347108715372744	1.7671166283794726	1.0832461447910415	5.937343674503932	1.0231043313709798	0	1.9658365319921276
15	3	0.858862759957199	0.1482350026770779	1.5938934926247716	0.845626279497065	9.016197001682443	0.9302829657701389	0	1.193618690153777
16	3	0.983124659558971	4.602012855465439	1.8790691615146757	0.9010463020186121	-3.0398241426130763	0.8730354926321235	0	1.901796051370992
17	3	1.082611265268719	3.633292307810704	1.9000878368097078	1.1116655203077297	1.9830956120858474	0.91645009795915	0	1.1513952644074321
18	3	0.934069863659774	3.2877588857890974	1.0733425436326183	0.8220025581624895	-3.5361037215764712	1.0361927217851945	0	1.8538985671256416
19	3	0.9148249700000036	0.8653361340739607	1.1340212059988428	1.197861531457718	-6.410042610612163	0.9270187292108784	0	1.5682914046591072
20	4	0.8037394298000978	4.50324310577546	1.9772414309225872	1.0227578716547339	-8.304523132116197	0.9332009862916401	0	1.728428676369672
21	4	0.8569741493367269	2.7623446974877277	1.2730432596836856	1.189798055234904	3.3557381229007532	0.9022613145736559	0	1.1083114941827288
22	4	1.1104722892695529	3.91238996300101	1.7616039143074942	1.1657612453077295	3.1724556388484526	1.027347032629173	0	1.2017556924529784
23	4	1.0793185502207043	4.760977049077387	1.8899632871420051	1.1974269451452695	6.37407020407851	1.0180488664718879	0	1.4512540549640982
24	4	1.1562228751715429	4.866323955593344	1.5934113295689696	0.9464297990881884	-3.5381061406750103	1.1485693020194792	0	1.215634062988396
25	4	1.0939780754248785	1.8280954368359281	1.8016025985027602	1.1130942367901504	4.02710758473386	1.0491106346412797	0	1.493682645747112
26	4	1.1362150800473954	3.560484934718237	1.4439089814158526	0.8124139444533331	-2.7352047961280395	1.0922887165641355	0	1.4755665730836416
27	4	0.9377667880488011	3.204402174980094	1.1262053216143995	0.8685861043856999	4.741729873770433	0.850811757428961	0	1.3696498749466268
28	4	1.0417336019344106	0.5155221942782362	1.8023741823372101	1.1782212943368497	9.58077639867875	1.152492898535571	0	1.6276819214639753
29	4	1.1721946133610661	3.6239497655121946	1.7166778860553562	0.8164314266336736	-1.2103644966505023	0.9128279132464351	0	1.3349959688919273
30	4	0.8334108028177601	3.8042457352869303	1.509272447163954	1.0644189670433808	2.6062888496856296	0.948370730983011	0	1.4467401517308447
31	4	0.9660432880790373	2.401942540067033	1.9833235733884662	0.949369482941415	-9.751860365445728	1.1687613351196116	0	1.873276070344208
32	4	0.9406987286350355	3.1506655625114606	1.3578269593416912	0.885127975059386	-5.5336155375469565	0.9678255166923311	0	1.0729102210780668
33	4	1.060335628054677	3.7784307447546874	1.9321012263118122	0.9505616638327992	-4.061454331009331	0.9487777249976601	0	1.8276993588036343
34	4	1.1604558141001178	2.136518924287481	1.0021894308231216	0.8167860978258681	-7.164252336744708	1.0392948740420667	0	1.1064605220118608
35	4	0.9188635944697272	0.29195994956066396	1.6213248602513617	0.8090721904499134	7.101093722633134	0.922534881146509	0	1.7587834447539041
36	4	1.0253100440559464	0.1908209108932407	1.565516724059838	1.0635493954592834	-6.334673012146443	1.1189645232364553	0	1.6123674294689487
37	4	1.0222613537798948	3.1474577231119216	1.686180075331102	0.8961530150091147	5.758555759590793	1.1425909828238283	0	1.7277960155986192
38	4	1.0769380573663845	2.361754695350924	1.8568729419345007	1.0658973335617223	-3.332481154493509	1.0072581997025254	0	1.3946885834451725
39	4	0.8124198393425446	2.884199215665604	1.850251745348861	1.180595546069458	3.6595759421653344	0.8304650192784112	0	1.410077942772487
40	5	0.8167605595086948	0.8709341578768959	1.5654020055647535	0.8691564682399442	1.3322095588889233	1.0056017011798164	0	1.8688708875473767
41	5	1.088138899172381	4.517956735351492	1.2776149982333722	0.9026661728725952	3.9940652572282147	1.1606275584995758	0	1.9836923251215781
42	5	1.056365124970498	1.6500369426760546	1.60667521622916	1.1288639154303561	2.5593013092232315	0.8471692230002842	0	1.2858776733511563
43	5	1.1946988861351457	2.159004242454622	1.5742344137830644	1.0108968306696922	-6.046939012449746	0.8662833728899337	0	1.5009904579221987
44	5	1.1960816240341257	1.9699590565432339	1.714013265276615	0.8703617077693091	-8.586076424991147	0.8630492345249989	0	1.161558013508836
45	5	0.9134548329048557	2.68353012782033	1.7732387148932105	1.1521374325108817	2.747828939148105	1.1410408961018212	0	1.597955371524427
46	5	1.077538664120825	2.685883365733006	1.889230083465696	0.8209065705027279	5.663674015859357	0.858069307640677	0	1.0586984259879473
47	5	0.8235978323422154	0.2598561493401269	1.5159860884415859	0.9619984880397254	9.992991875403874	0.8434280042210578	0	1.3273843024947811
48	5	1.199131972823241	2.005571958690247	1.883335766473126	1.0276554322109734	9.06481779288833	1.1541548976620946	0	1.7792855915819448
49	5	0.812723225214469	4.813092648917381	1.5196354442314024	0.8831164045815978	7.501956134773014	0.8896605916010384	0	1.1386593265369096
50	5	1.0900957150024808	4.868944547537486	1.5354818765953477	0.9779191992001962	-9.5577764396298	1.0423953361261977	0	1.96479652395668
51	5	1.187036592386774	4.6501440463026995	1.1846798319960323	1.0491848633445764	-1.7407466047373568	0.9452244808821936	0	1.0366029413448414
52	5	1.147259483828751	3.364141063140746	1.0874716140617235	1.1547863756945578	5.649291015307934	0.9269217645051842	0	1.818313787387007
53	5	1.0030220272969392	0.10596650884034053	1.4335217582287818	0.9785252223815176	-5.223600211855404	1.1320982927364303	0	1.7447641766130533
