	n	pred
0	3	-1.1968033
1	3	-0.95170045
2	3	-0.7475972
3	3	-1.2311764
4	3	0.018794717
5	3	-0.73315376
6	3	-0.93498003
7	3	-1.5088797
8	3	-1.0127171
9	3	-1.0301304
10	3	-0.75174046
11	3	-1.1359427
12	3	-1.2770865
13	3	-0.82623637
14	3	-1.298425
15	3	-0.8161323
16	3	-1.1247722
17	3	-1.4827259
18	3	-0.9942319
19	3	-1.3795273
20	4	0.11817409
21	4	0.16662247
22	4	0.26791665
23	4	0.24515943
24	4	0.3805302
25	4	0.17344967
26	4	0.18171376
27	4	0.20286083
28	4	0.14825913
29	4	0.08006425
30	4	0.13778299
31	4	0.1263136
32	4	0.3455322
33	4	0.42021257
34	4	0.5118863
35	4	0.0153242145
36	4	0.30257583
37	4	0.15089141
38	4	0.27966276
39	4	0.17719531
40	5	0.45163983
41	5	0.5988232
42	5	0.5759159
43	5	0.61231166
44	5	0.6752693
45	5	0.48416215
46	5	0.5022129
47	5	0.41538042
48	5	0.62077457
49	5	0.5208173
50	5	0.63584036
51	5	0.5529018
52	5	0.61219954
53	5	0.5966122
54	5	0.724792
55	5	0.6514229
56	5	0.46595174
57	5	0.38759646
58	5	0.47874558
59	5	0.6380733
60	6	0.6168461
61	6	0.54750377
62	6	0.6178598
63	6	0.6108759
64	6	0.62495995
65	6	0.6410184
66	6	0.55116665
67	6	0.39156014
68	6	0.46363395
69	6	0.6253203
70	6	0.56521124
71	6	0.5608117
72	6	0.44212505
73	6	0.49016148
74	6	0.41054815
75	6	0.5070575
76	6	0.5181532
77	6	0.22486572
78	6	0.41191226
79	6	0.6069989
80	7	0.34546044
81	7	0.36453432
82	7	0.41546553
83	7	0.377142
84	7	0.24860106
85	7	0.25362396
86	7	0.014245013
87	7	0.016748074
88	7	0.5624955
89	7	0.1480835
90	7	0.47366938
91	7	0.057399847
92	7	0.2446189
93	7	0.35038647
94	7	0.3723476
95	7	-0.047328994
96	7	0.4145471
97	7	0.6243528
98	7	0.13696586
99	7	0.20362629
100	8	0.14968441
101	8	0.17649046
102	8	-0.01712869
103	8	-0.12759745
104	8	0.33442223
105	8	-0.31904906
106	8	-0.16961265
107	8	-0.116277486
108	8	-0.21501413
109	8	0.16968453
110	8	-0.5372481
111	8	-0.73529947
112	8	0.27995518
113	8	-0.037851512
114	8	0.26501295
115	8	-0.008183911
116	8	0.41424996
117	8	-0.046978824
118	8	-0.44577396
119	8	-0.088667646
120	9	-0.31863028
121	9	-0.20540854
122	9	0.16207862
123	9	-0.308089
124	9	-0.5604476
125	9	-0.046792425
126	9	-0.10444459
127	9	-0.049880102
128	9	-0.12497522
129	9	0.0069777453
130	9	-0.12078269
131	9	-0.15428427
132	9	-0.12742527
133	9	-0.026600359
134	9	-0.4637548
135	9	0.18042924
136	9	-0.5987127
137	9	0.082646936
138	9	-0.35629582
139	9	0.11175657
140	10	-0.48361945
141	10	-0.5135276
142	10	-0.4220283
143	10	-0.13572419
144	10	-0.30502987
145	10	-0.56436336
146	10	-1.002776
147	10	-0.728527
148	10	-0.51801056
149	10	-0.119000286
150	10	-0.4219517
151	10	-0.29645216
152	10	-0.4896328
153	10	-0.5413032
154	10	-0.41459316
155	10	-0.65293914
156	10	-0.3748336
157	10	-0.5953309
158	10	-0.57189184
159	10	-0.31177935
