	n	pred
0	3	-1.3587883
1	3	-0.59547687
2	3	-0.5649249
3	3	-1.2355101
4	3	-0.14048488
5	3	-0.6732945
6	3	-1.1329408
7	3	-0.88298506
8	3	-1.1532661
9	3	-1.1537013
10	3	-0.6355949
11	3	-0.8181313
12	3	-0.7902501
13	3	-0.6054747
14	3	-1.2297571
15	3	-0.9480113
16	3	-0.7859426
17	3	-1.034504
18	3	-0.9185497
19	3	-1.1906455
20	4	-0.17399368
21	4	-0.089072935
22	4	0.041129082
23	4	0.0038691023
24	4	-0.018012403
25	4	0.13481699
26	4	-0.116576955
27	4	-0.045937255
28	4	0.055881374
29	4	-0.07394048
30	4	-0.2039718
31	4	0.087626845
32	4	-0.06686428
33	4	-0.12575361
34	4	0.09607994
35	4	-0.23989566
36	4	0.06895053
37	4	-0.083342016
38	4	0.084203064
39	4	-0.3203054
40	5	0.47631922
41	5	0.51262355
42	5	0.56692904
43	5	0.54460603
44	5	0.54696673
45	5	0.4332495
46	5	0.42834198
47	5	0.4771488
48	5	0.4966231
49	5	0.49437374
50	5	0.4981304
51	5	0.4283918
52	5	0.45797765
53	5	0.55345345
54	5	0.59667933
55	5	0.46376458
56	5	0.46648252
57	5	0.47269058
58	5	0.4277706
59	5	0.48472333
60	6	0.5183026
61	6	0.44797105
62	6	0.47420534
63	6	0.54724944
64	6	0.4375078
65	6	0.5834795
66	6	0.36559707
67	6	0.30998605
68	6	0.59017885
69	6	0.49118102
70	6	0.4179616
71	6	0.5187602
72	6	0.35690826
73	6	0.35499477
74	6	0.4982924
75	6	0.43846035
76	6	0.4980055
77	6	-0.026516376
78	6	0.416089
79	6	0.57789254
80	7	0.29084554
81	7	0.36665747
82	7	0.3456954
83	7	0.44348103
84	7	0.37820628
85	7	0.27010098
86	7	0.25000086
87	7	0.32619637
88	7	0.47874767
89	7	0.15030847
90	7	0.33697945
91	7	0.20222534
92	7	0.28446454
93	7	0.40032828
94	7	0.3520423
95	7	0.17286637
96	7	0.44028202
97	7	0.3956892
98	7	0.13789019
99	7	0.3867735
100	8	0.27493554
101	8	-0.02178918
102	8	0.032888092
103	8	-0.020583728
104	8	0.32215828
105	8	-0.3315761
106	8	0.010498483
107	8	0.03206507
108	8	-0.20774387
109	8	0.11001832
110	8	-0.18906659
111	8	-0.4370342
112	8	0.28288898
113	8	0.16657089
114	8	0.34591985
115	8	0.20776804
116	8	0.3919434
117	8	0.031027548
118	8	-0.32247323
119	8	0.14691918
120	9	-0.06969268
121	9	0.0030191261
122	9	0.25996646
123	9	-0.15509899
124	9	-0.2879194
125	9	0.08580936
126	9	-0.06751633
127	9	0.056029834
128	9	0.016053088
129	9	0.22092833
130	9	0.037599526
131	9	-0.07384374
132	9	-0.4800525
133	9	0.038662896
134	9	-0.74317795
135	9	0.21126996
136	9	-0.23985516
137	9	0.11508337
138	9	-0.11397053
139	9	0.007817882
140	10	-0.11401199
141	10	-0.36499473
142	10	-0.2997058
143	10	-0.01871924
144	10	-0.11632246
145	10	-0.665429
146	10	-0.9722534
147	10	-0.4475675
148	10	-1.0356427
149	10	-0.08009045
150	10	-0.123913124
151	10	-0.08088643
152	10	-0.35853502
153	10	-0.14763297
154	10	-0.20158887
155	10	-0.44819066
156	10	-0.059004627
157	10	-0.2923711
158	10	-0.4354844
159	10	-0.11938368
