	n	pred
0	0.5	0.086858496
1	0.5	0.19087452
2	0.5	-0.3280397
3	0.5	0.19426522
4	0.5	0.09139006
5	0.5	-0.014855713
6	0.5	-1.3407885
7	0.5	-0.29552305
8	0.5	0.03849655
9	0.5	0.21481836
10	0.5	0.08166325
11	0.5	-0.057580028
12	0.5	0.10468736
13	0.5	0.09267006
14	0.5	0.041394744
15	0.5	0.13721983
16	0.5	0.2456948
17	0.5	-0.22754431
18	0.5	0.23191936
19	0.5	0.106016874
20	0.65	0.17625879
21	0.65	0.22809358
22	0.65	0.35942066
23	0.65	0.3039355
24	0.65	0.31134528
25	0.65	0.336879
26	0.65	0.04472163
27	0.65	0.3700175
28	0.65	0.11733755
29	0.65	0.40799427
30	0.65	0.3300757
31	0.65	0.13763088
32	0.65	0.54272324
33	0.65	0.1933318
34	0.65	0.2803498
35	0.65	0.36042932
36	0.65	0.3258238
37	0.65	0.33661315
38	0.65	0.3674686
39	0.65	0.3202946
40	0.8	0.43138915
41	0.8	0.3555373
42	0.8	0.417862
43	0.8	0.38597694
44	0.8	0.4620253
45	0.8	0.50844353
46	0.8	0.34068957
47	0.8	0.44434002
48	0.8	0.44262716
49	0.8	0.4151076
50	0.8	0.46229222
51	0.8	0.53382987
52	0.8	0.5041304
53	0.8	0.532942
54	0.8	0.4266501
55	0.8	0.45031846
56	0.8	0.44992638
57	0.8	0.33248144
58	0.8	0.39469194
59	0.8	0.39315128
60	0.9500000000000001	0.5035859
61	0.9500000000000001	0.5361358
62	0.9500000000000001	0.5215404
63	0.9500000000000001	0.5363613
64	0.9500000000000001	0.5679424
65	0.9500000000000001	0.46162236
66	0.9500000000000001	0.5317786
67	0.9500000000000001	0.46779528
68	0.9500000000000001	0.47064885
69	0.9500000000000001	0.55368596
70	0.9500000000000001	0.44334003
71	0.9500000000000001	0.57259744
72	0.9500000000000001	0.50485814
73	0.9500000000000001	0.47508037
74	0.9500000000000001	0.48379844
75	0.9500000000000001	0.38491747
76	0.9500000000000001	0.4591709
77	0.9500000000000001	0.31192547
78	0.9500000000000001	0.47136378
79	0.9500000000000001	0.5651328
80	1.1	0.34468237
81	1.1	0.4396418
82	1.1	0.45088783
83	1.1	0.4148524
84	1.1	0.40737185
85	1.1	0.45422384
86	1.1	0.35334337
87	1.1	0.49262145
88	1.1	0.3910163
89	1.1	0.31497988
90	1.1	0.37822747
91	1.1	0.39945942
92	1.1	0.37410268
93	1.1	0.46437666
94	1.1	0.45107785
95	1.1	0.09591563
96	1.1	0.52439505
97	1.1	0.42017773
98	1.1	0.4753256
99	1.1	0.52099854
100	1.25	0.23864448
101	1.25	0.25470406
102	1.25	0.23804687
103	1.25	0.30139646
104	1.25	0.3784448
105	1.25	0.36278826
106	1.25	0.25860104
107	1.25	0.36736664
108	1.25	0.3195083
109	1.25	0.31930348
110	1.25	0.33731207
111	1.25	0.24409698
112	1.25	0.30313838
113	1.25	0.28593594
114	1.25	0.23443453
115	1.25	0.33232433
116	1.25	0.39298555
117	1.25	0.18666586
118	1.25	0.28174457
119	1.25	0.29766792
120	1.4000000000000001	0.017871367
121	1.4000000000000001	0.13479854
122	1.4000000000000001	0.2519103
123	1.4000000000000001	0.04952142
124	1.4000000000000001	0.21178246
125	1.4000000000000001	0.19112182
126	1.4000000000000001	0.21415308
127	1.4000000000000001	0.22924344
128	1.4000000000000001	0.24081166
129	1.4000000000000001	0.11194363
130	1.4000000000000001	0.03925326
131	1.4000000000000001	-0.006282266
132	1.4000000000000001	0.09443811
133	1.4000000000000001	-0.09695616
134	1.4000000000000001	0.24518268
135	1.4000000000000001	-0.07633757
136	1.4000000000000001	0.25533015
137	1.4000000000000001	0.26889396
138	1.4000000000000001	0.22302768
139	1.4000000000000001	0.23783365
140	1.5500000000000003	-0.029648973
141	1.5500000000000003	0.14074531
142	1.5500000000000003	0.17930213
143	1.5500000000000003	0.081878245
144	1.5500000000000003	-0.0054114633
145	1.5500000000000003	0.03604139
146	1.5500000000000003	0.02354459
147	1.5500000000000003	-0.18457983
148	1.5500000000000003	-0.15014543
149	1.5500000000000003	0.19088352
150	1.5500000000000003	0.08677804
151	1.5500000000000003	0.082473
152	1.5500000000000003	0.37879366
153	1.5500000000000003	0.052258283
154	1.5500000000000003	-0.12394101
155	1.5500000000000003	0.14945622
156	1.5500000000000003	0.09544013
157	1.5500000000000003	0.09704222
158	1.5500000000000003	0.19372705
159	1.5500000000000003	0.052126538
