	n	pentagon_size	rot	lw	dist	rot_right	size_right	rot_both	line_randomness
0	5	0.5	0.9575972518944614	1.6221087710398319	0.9750910956028458	5.707171674275385	1.1119903232475215	0	1.2725926052826417
1	5	0.5	1.3823212757154835	1.8018721775350193	1.1832557414734821	7.518652694841894	0.9431269079831467	0	1.5009951255234588
2	5	0.5	3.4173146758606814	1.7127020269829	0.948100301916158	1.2239237213124987	1.0012332661231238	0	1.0137684495906822
3	5	0.5	3.8641331080618704	1.8826411906361167	0.9459543935605489	2.3079235686698745	0.8301524966571907	0	1.3688240060019745
4	5	0.5	4.665700509912608	1.6513781432265775	0.9588810310904616	5.7746028588149105	0.9267344488675485	0	1.5680986526260692
5	5	0.5	4.345636947806129	1.4361734238956794	1.1208590568320635	-7.124663509708709	1.081704388447334	0	1.7045813081895727
6	5	0.5	1.093960528370443	1.924867628615565	0.9768563021616706	8.186319179449452	0.8239236891119408	0	1.1842870838138135
7	5	0.5	0.23677639400757566	1.6748809435823302	1.0378499119737796	0.6662032599750116	0.8173296250779214	0	1.5614330800633978
8	5	0.5	1.6483422281045752	1.5029668331126183	0.8447577270297616	2.1438741243696917	1.0263778572202125	0	1.006764061990003
9	5	0.5	3.087208544021485	1.9121228864331543	1.1162096532228134	9.84162932376723	1.1835207048611465	0	1.7919641352916398
10	5	0.5	1.4262548001225488	1.624916705305911	0.9912375182682698	-6.086496426682036	0.9529269808126026	0	1.0538736851462365
11	5	0.5	2.258242041304295	1.9820047415219544	0.8495770801947853	-7.612382041475032	1.0954092224573386	0	1.5873036334639847
12	5	0.5	2.358162671601839	1.1071268171938664	0.8916874261842472	7.999303896733508	0.9667014151210773	0	1.5358516625316159
13	5	0.5	0.03104258293564699	1.300641705770301	0.974757268870244	2.2429799413151503	1.1672792301522292	0	1.6257366699625353
14	5	0.5	3.5299878254088664	1.1498337159899272	1.0984253636546866	6.620139848670757	1.0534903075803916	0	1.4383098811224275
15	5	0.5	0.7628638733725268	1.56840961524719	1.0112897110340242	9.028575275071866	0.9921436714040064	0	1.5025595633825504
16	5	0.5	2.6843909646220485	1.8192020670641584	0.822846255235544	3.3884348614909765	1.106846651351789	0	1.7081153619776037
17	5	0.5	3.984335918625983	1.5577608284274493	1.186334612796851	-7.056862002140056	0.8118588002141662	0	1.5938934926247716
