	n	pentagon_size	rot	lw	dist	rot_right	size_right	rot_both	line_randomness
0	5	0.8766077801515569	3.1105438551991593	1.4377277390071144	1.1141434334855076	5.599516162376069	0.9090370421130567	0	1
1	5	0.9105857020572387	4.009360887675096	1.958139353683705	1.1503730538968377	-2.843654600842667	1.0003980502093834	0	1
2	5	1.0733851740688545	3.563510134914501	1.370250754790395	1.02447847442625	0.061663306156194864	0.805507379836273	0	1
3	5	1.1091306486449497	4.413205953180583	1.3648859839013723	1.0461584713733973	-8.49237516714047	0.9475296024007898	0	1
4	5	1.1732560407930086	3.256890716132887	1.397202577726154	1.115492057176298	-3.6632775566225746	1.0272394610504276	0	1
5	5	1.1476509558244903	2.180867119478397	1.802147642080159	0.8575067298058259	4.085219422366709	1.081832523275829	0	1
6	5	0.8875168422696355	4.624338143077825	1.4421407554041767	1.163726383588989	-8.803815544402962	0.8737148335255255	0	1
7	5	0.8189421115206061	3.374404717911651	1.5946247799344488	1.0133240651995001	-9.133518746103931	1.024573232025359	0	1
8	5	0.931867378248366	2.5148341655630917	1.1118943175744038	1.0428774824873939	1.318892861010628	0.8027056247960012	0	1
9	5	1.0469766835217187	4.560614432165772	1.7905241330570334	1.1968325864753444	9.176035243057331	1.1167856541166559	0	1
10	5	0.914100384009804	3.1245835265295554	1.4780937956706746	0.8782700714663594	-2.3536509593698707	0.8215494740584947	0	1
11	5	0.9806593633043437	4.910023707609772	1.123942700486963	0.8477523591704994	4.770461122866935	1.034921453385594	0	1
12	5	0.9886530137281471	0.5356340859693315	1.2292185654606178	1.1599860779346702	-1.664929243946137	1.0143406650126463	0	1
13	5	0.8024834066348518	1.5032085288515056	1.4368931721756102	1.044859598826303	8.36396150761146	1.050294667985014	0	1
14	5	1.0823990260327092	0.7491685799496361	1.7460634091367166	1.1324027969734152	2.6745153790195815	0.975323952448971	0	1
15	5	0.8610291098698022	2.8420480762359506	1.5282242775850605	1.1805715055014372	-0.39281642979967835	1.0010238253530201	0	1
16	5	1.014751277169764	4.096010335320791	1.05711563808886	1.0677686972298195	5.34233256758945	1.0832461447910415	0	1
17	5	1.1187468734900787	2.788804142137247	1.9658365319921276	0.858862759957199	-9.407059989291689	1.0375573970499086	0	1
18	5	0.845626279497065	4.754049250420611	1.3257074144253473	0.877447476061511	-0.8437670220514484	1.168161028437235	0	1
19	5	1.1516276646058703	1.263078775232651	1.3480087928693463	0.8730354926321235	8.035921027419842	1.082611265268719	0	1
20	5	1.0906633846248563	4.500439184048538	1.7791638007693242	1.039661912241717	-4.177495102042503	0.8605581057629729	0	4
21	5	0.934069863659774	3.2877588857890974	1.0733425436326183	0.8220025581624895	-3.5361037215764712	1.0361927217851945	0	4
22	5	1.1415594268502567	1.4353121250000451	1.1730672268147921	0.8536084823995371	9.893076572885889	0.8717991477877568	0	4
23	5	0.9270187292108784	2.8414570232955363	1.0093485745002444	1.1602594484620368	9.544828618451742	1.0227578716547339	0	4
24	5	0.8339095373576761	1.6650123286455005	1.728428676369672	0.8569741493367269	1.0493787899509108	0.9092173038734742	0	4
25	5	1.189798055234904	3.3389345307251883	1.2556532864341396	0.8433245976730915	5.523614463477644	1.1129911970400808	0	4
26	5	1.1046415657229975	4.572015566346619	1.6586227819424226	1.027347032629173	-5.964886150940433	1.0793185502207043	0	4
27	5	1.180878163926191	4.449816435710026	1.9935673628631738	1.1274814040815702	0.9024433235943974	0.9805016219856393	0	4
28	5	1.1562228751715429	4.866323955593344	1.5934113295689696	0.9464297990881884	-3.5381061406750103	1.1485693020194792	0	4
29	5	0.8862536251953583	3.6747259428109817	1.3656190873671856	1.1206410394011042	5.654711839507524	1.0805421516946772	0	4
30	5	1.0491106346412797	2.4684132287355602	1.8405377001184888	1.084838794777459	-1.1218203716829507	0.8124139444533331	0	4
31	5	0.9452959040774392	3.653608957051694	1.4755665730836416	0.9377667880488011	2.8176086999203758	0.8504821286457598	0	4
32	5	0.8685861043856999	3.6854324684426083	1.1270293935724025	0.9478599499786508	2.086680096720528	0.841241775542259	0	4
33	5	1.120949672934884	4.727766179210622	1.9790388199339377	1.152492898535571	2.553638429279504	1.1721946133610661	0	4
34	5	1.0899159812409756	3.583389430276781	1.0410785665841837	0.97579271006699	-4.358604337678244	0.9339983875567709	0	4
35	5	0.8334108028177601	3.8042457352869303	1.509272447163954	1.0644189670433808	2.6062888496856296	0.948370730983011	0	4
36	5	0.9786960606923378	2.075541100987966	1.4803885080134065	1.1933294293553864	-2.531525852929253	0.8049627926910855	0	4
37	5	1.1687613351196116	4.366380351721039	1.3517468215875887	1.0520532450009168	-2.8434608131661783	0.885127975059386	0	4
38	5	0.8893276892490609	2.0978189586541385	1.0729102210780668	1.060335628054677	5.11372297901875	1.172840490524725	0	4
39	5	0.9505616638327992	1.4846364172476672	1.3719443124941502	1.1310797435214537	8.022790705005896	0.9709215139429985	0	4
40	5	0.8008757723292487	0.20982622282335106	1.1417873831627645	1.0392948740420667	-7.870789559762783	0.9188635944697272	0	7
41	5	0.8233567959648531	3.106624301256808	1.0226804761247834	1.1420218744526627	-3.873255942674552	1.1035133779015616	0	7
42	5	1.0253100440559464	0.1908209108932407	1.565516724059838	1.0635493954592834	-6.334673012146443	1.1189645232364553	0	7
43	5	1.0449469717875794	2.7782669222486844	1.6294915446223843	1.0744720301324409	-5.192349249544268	1.1151711151918158	0	7
44	5	1.1425909828238283	3.6389800779930956	1.692345143415961	0.9889403756280739	7.137458838690016	1.0658973335617223	0	7
45	5	0.9333503769101298	2.5907274962815663	1.3946885834451725	0.8124198393425446	1.5367968626624169	1.1401006981395443	0	7
46	5	1.180595546069458	3.4148939855413336	1.076162548196028	0.9640311771089948	-9.161972024565266	0.8696747326301517	0	7
47	5	1.0261608022259014	0.8644558529993018	1.566610477944446	1.0056017011798164	7.3774177509475365	1.088138899172381	0	7
48	5	1.1614365388281194	1.3880749911668606	1.2566654321814879	1.0798813051445642	8.031377924978788	1.1934769300486312	0	7
49	5	1.056365124970498	1.6500369426760546	1.60667521622916	1.1288639154303561	2.5593013092232315	0.8471692230002842	0	7
50	5	0.9143510693404625	4.933736076689323	1.4318008484909244	1.0296937655132257	0.544841533484604	0.8790612197510052	0	7
51	5	0.8662833728899337	2.504952289610993	1.9902040600853144	0.9575967245234587	4.280265305532298	0.8703617077693091	0	7
52	5	0.8282784715001771	0.7881154315624866	1.161558013508836	0.9134548329048557	0.7341205112813203	1.109295485957284	0	7
53	5	1.1521374325108817	3.1869572347870263	1.8526022402545532	1.0391821486097708	3.876933206041258	1.0148706692586404	0	7
54	5	1.1556920333862784	0.26133213128409827	1.7831837007929678	0.858069307640677	-8.826031480241056	0.8235978323422154	0	7
55	5	0.8207884919472102	2.579930442207929	1.4049962200993136	1.1998598375080776	-7.828599788947114	0.9309537209979124	0	7
56	5	1.199131972823241	2.005571958690247	1.883335766473126	1.0276554322109734	9.06481779288833	1.1541548976620946	0	7
57	5	1.111714236632778	0.15904031518086226	1.9626185297834762	1.007854177692561	-5.84417977092011	1.1500391226954603	0	7
58	5	0.8896605916010384	0.693296632684548	1.7252392875062021	1.1895155638029988	0.709637531906953	0.9779191992001962	0	7
59	5	0.8088444712074041	3.0299417015774726	1.96479652395668	1.187036592386774	8.600576185210798	0.873871932798413	0	7
60	5	1.0491848633445764	2.064813348815661	1.363061202205484	0.8146411765379367	7.362974191437559	1.0691312850512595	0	10
61	5	0.8349886456246896	4.434829696181973	1.7824645507653967	0.9269217645051842	6.366275747740136	1.0030220272969392	0	10
62	5	0.8084773207072273	2.1676087911439086	1.446313055953794	0.895527995762892	6.604914636821508	1.0979056706452213	0	10
63	5	1.0345916003840663	2.4643392628274103	1.487355879841193	0.9066962783691682	2.100222028794338	1.1014174883961148	0	10
64	5	0.9082336911812935	2.61151641566238	1.098328530213561	1.0854546699877914	7.6808118803196415	1.0268217684912013	0	10
65	5	1.1977926315588927	0.8936988513127908	1.012200086294428	0.9827993922228323	8.635038837099017	1.1384098752871499	0	10
66	5	0.9893319504281041	4.512775130238676	1.2259955263373647	0.9216614954626345	4.299877630270464	1.0896365933751508	0	10
